PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title
289,1,2,"Hosono, Masabumi",male,42.0,0,0,237798,13.0,None,S,Mr
290,1,3,"Connolly, Kate",female,22.0,0,0,370373,7.75,None,Q,Miss
291,1,1,"Barber, Ellen ""Nellie""",female,26.0,0,0,19877,65.6344,None,S,Miss
292,1,1,"Bishop, Dickinson H (Helen Walton)",female,19.0,1,0,11967,65.6344,B49,C,Mrs
293,0,2,"Levy, Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,Mr
294,0,3,"Haas, Aloisia",female,24.0,0,0,349236,8.85,None,S,Miss
295,0,3,"Mineff, Ivan",male,24.0,0,0,349233,7.8958,None,S,Mr
296,0,1,"Lewy, Ervin G",male,28.0,0,0,PC 17612,27.7208,None,C,Mr
297,0,3,"Hanna, Mansour",male,23.5,0,0,2693,7.2292,None,C,Mr
298,0,1,"Allison, Helen Loraine",female,2.0,1,2,113781,65.6344,C22 C26,S,Miss
299,1,1,"Saalfeld, Adolphe",male,28.0,0,0,19988,30.5,C106,S,Mr
300,1,1,"Baxter, James (Helene Delaudeniere Chaput)",female,50.0,0,1,PC 17558,65.6344,B58 B60,C,Mrs
301,1,3,"Kelly, Anna Katherine ""Annie Kate""",female,28.0,0,0,9234,7.75,None,Q,Miss
302,1,3,"Mccoy, Bernard",male,28.0,2,0,367226,23.25,None,Q,Mr
303,0,3,"Johnson, William Cahoone Jr",male,19.0,0,0,LINE,0.0,None,S,Mr
304,1,2,"Keane, Nora A",female,28.0,0,0,226593,12.35,E101,Q,Miss
305,0,3,"Williams, Howard Hugh ""Harry""",male,28.0,0,0,A/5 2466,8.05,None,S,Mr
306,1,1,"Allison, Hudson Trevor",male,0.92,1,2,113781,65.6344,C22 C26,S,Master
307,1,1,"Fleming, Margaret",female,28.0,0,0,17421,65.6344,None,C,Miss
308,1,1,"Penasco Y Castellana, Victor De Satode (Maria Josefa Perez De Soto Y Vallejo)",female,17.0,1,0,PC 17758,65.6344,C65,C,Mrs
309,0,2,"Abelson, Samuel",male,30.0,1,0,P/PP 3381,24.0,None,C,Mr
310,1,1,"Francatelli, Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,Miss
311,1,1,"Hays, Margaret Bechstein",female,24.0,0,0,11767,65.6344,C54,C,Miss
312,1,1,"Ryerson, Emily Borie",female,18.0,2,2,PC 17608,65.6344,B57 B59 B63 B66,C,Miss
313,0,2,"Lahtinen, William (Anna Sylfven)",female,26.0,1,1,250651,26.0,None,S,Mrs
314,0,3,"Hendekovic, Ignjac",male,28.0,0,0,349243,7.8958,None,S,Mr
315,0,2,"Hart, Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,None,S,Mr
316,1,3,"Nilsson, Helmina Josefina",female,26.0,0,0,347470,7.8542,None,S,Miss
317,1,2,"Kantor, Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,None,S,Mrs
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,None,S,Rare
319,1,1,"Wick, Mary Natalie",female,31.0,0,2,36928,65.6344,C7,S,Miss
320,1,1,"Spedden, Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,65.6344,E34,C,Mrs
321,0,3,"Dennis, Samuel",male,22.0,0,0,A/5 21172,7.25,None,S,Mr
322,0,3,"Danoff, Yoto",male,27.0,0,0,349219,7.8958,None,S,Mr
323,1,2,"Slayter, Hilda Mary",female,30.0,0,0,234818,12.35,None,Q,Miss
324,1,2,"Caldwell, Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,None,S,Mrs
325,0,3,"Sage, George John Jr",male,28.0,8,2,CA. 2343,65.6344,None,S,Mr
326,1,1,"Young, Marie Grice",female,36.0,0,0,PC 17760,65.6344,C32,C,Miss
327,0,3,"Nysveen, Johan Hansen",male,61.0,0,0,345364,6.2375,None,S,Mr
328,1,2,"Ball, (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,Mrs
329,1,3,"Goldsmith, Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,None,S,Mrs
330,1,1,"Hippach, Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,Miss
331,1,3,"Mccoy, Agnes",female,28.0,2,0,367226,23.25,None,Q,Miss
332,0,1,"Partner, Austen",male,45.5,0,0,113043,28.5,C124,S,Mr
333,0,1,"Graham, George Edward",male,38.0,0,1,PC 17582,65.6344,C91,S,Mr
334,0,3,"Vander Planke, Leo Edmondus",male,16.0,2,0,345764,18.0,None,S,Mr
335,1,1,"Frauenthal, Henry William (Clara Heinsheimer)",female,28.0,1,0,PC 17611,65.6344,None,S,Mrs
336,0,3,"Denkoff, Mitto",male,28.0,0,0,349225,7.8958,None,S,Mr
337,0,1,"Pears, Thomas Clinton",male,29.0,1,0,113776,65.6344,C2,S,Mr
338,1,1,"Burns, Elizabeth Margaret",female,41.0,0,0,16966,65.6344,E40,C,Miss
339,1,3,"Dahl, Karl Edwart",male,45.0,0,0,7598,8.05,None,S,Mr
340,0,1,"Blackwell, Stephen Weart",male,45.0,0,0,113784,35.5,T,S,Mr
341,1,2,"Navratil, Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,Master
342,1,1,"Fortune, Alice Elizabeth",female,24.0,3,2,19950,65.6344,C23 C25 C27,S,Miss
343,0,2,"Collander, Erik Gustaf",male,28.0,0,0,248740,13.0,None,S,Mr
344,0,2,"Sedgwick, Charles Frederick Waddington",male,25.0,0,0,244361,13.0,None,S,Mr
345,0,2,"Fox, Stanley Hubert",male,36.0,0,0,229236,13.0,None,S,Mr
346,1,2,"Brown, Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,Miss
347,1,2,"Smith, Marion Elsie",female,40.0,0,0,31418,13.0,None,S,Miss
348,1,3,"Davison, Thomas Henry (Mary E Finck)",female,28.0,1,0,386525,16.1,None,S,Mrs
349,1,3,"Coutts, William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,None,S,Master
350,0,3,"Dimic, Jovan",male,42.0,0,0,315088,8.6625,None,S,Mr
351,0,3,"Odahl, Nils Martin",male,23.0,0,0,7267,9.225,None,S,Mr
352,0,1,"Williams-Lambert, Fletcher Fellows",male,28.0,0,0,113510,35.0,C128,S,Mr
353,0,3,"Elias, Tannous",male,15.0,1,1,2695,7.2292,None,C,Mr
354,0,3,"Arnold-Franchi, Josef",male,25.0,1,0,349237,17.8,None,S,Mr
355,0,3,"Yousif, Wazli",male,28.0,0,0,2647,7.225,None,C,Mr
356,0,3,"Vanden Steen, Leo Peter",male,28.0,0,0,345783,9.5,None,S,Mr
357,1,1,"Bowerman, Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,Miss
358,0,2,"Funk, Annie Clemmer",female,38.0,0,0,237671,13.0,None,S,Miss
359,1,3,"Mcgovern, Mary",female,28.0,0,0,330931,7.8792,None,Q,Miss
360,1,3,"Mockler, Helen Mary ""Ellie""",female,28.0,0,0,330980,7.8792,None,Q,Miss
361,0,3,"Skoog, Wilhelm",male,40.0,1,4,347088,27.9,None,S,Mr
362,0,2,"Del Carlo, Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,None,C,Mr
363,0,3,"Barbara, (Catherine David)",female,45.0,0,1,2691,14.4542,None,C,Mrs
364,0,3,"Asim, Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,None,S,Mr
365,0,3,"O'Brien, Thomas",male,28.0,1,0,370365,15.5,None,Q,Mr
366,0,3,"Adahl, Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,None,S,Mr
367,1,1,"Warren, Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,65.6344,D37,C,Mrs
368,1,3,"Moussa, (Mantoura Boulos)",female,28.0,0,0,2626,7.2292,None,C,Mrs
369,1,3,"Jermyn, Annie",female,28.0,0,0,14313,7.75,None,Q,Miss
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,65.6344,B35,C,Mrs
371,1,1,"Harder, George Achilles",male,25.0,1,0,11765,55.4417,E50,C,Mr
372,0,3,"Wiklund, Jakob Alfred",male,18.0,1,0,3101267,6.4958,None,S,Mr
373,0,3,"Beavan, William Thomas",male,19.0,0,0,323951,8.05,None,S,Mr
374,0,1,"Ringhini, Sante",male,22.0,0,0,PC 17760,65.6344,None,C,Mr
375,0,3,"Palsson, Stina Viola",female,3.0,3,1,349909,21.075,None,S,Miss
376,1,1,"Meyer, Edgar Joseph (Leila Saks)",female,28.0,1,0,PC 17604,65.6344,None,C,Mrs
377,1,3,"Landergren, Aurora Adelia",female,22.0,0,0,C 7077,7.25,None,S,Miss
378,0,1,"Widener, Harry Elkins",male,27.0,0,2,113503,65.6344,C82,C,Mr
379,0,3,"Betros, Tannous",male,20.0,0,0,2648,4.0125,None,C,Mr
380,0,3,"Gustafsson, Karl Gideon",male,19.0,0,0,347069,7.775,None,S,Mr
381,1,1,"Bidois, Rosalie",female,42.0,0,0,PC 17757,65.6344,None,C,Miss
382,1,3,"Nakid, Maria (""Mary"")",female,1.0,0,2,2653,15.7417,None,C,Miss
383,0,3,"Tikkanen, Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,None,S,Mr
384,1,1,"Holverson, Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,None,S,Mrs
385,0,3,"Plotcharsky, Vasil",male,28.0,0,0,349227,7.8958,None,S,Mr
386,0,2,"Davies, Charles Henry",male,18.0,0,0,S.O.C. 14879,65.6344,None,S,Mr
387,0,3,"Goodwin, Sidney Leonard",male,1.0,5,2,CA 2144,46.9,None,S,Master
388,1,2,"Buss, Kate",female,36.0,0,0,27849,13.0,None,S,Miss
389,0,3,"Sadlier, Matthew",male,28.0,0,0,367655,7.7292,None,Q,Mr
390,1,2,"Lehmann, Bertha",female,17.0,0,0,SC 1748,12.0,None,C,Miss
391,1,1,"Carter, William Ernest",male,36.0,1,2,113760,65.6344,B96 B98,S,Mr
392,1,3,"Jansson, Carl Olof",male,21.0,0,0,350034,7.7958,None,S,Mr
393,0,3,"Gustafsson, Johan Birger",male,28.0,2,0,3101277,7.925,None,S,Mr
394,1,1,"Newell, Marjorie",female,23.0,1,0,35273,65.6344,D36,C,Miss
395,1,3,"Sandstrom, Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,S,Mrs
396,0,3,"Johansson, Erik",male,22.0,0,0,350052,7.7958,None,S,Mr
397,0,3,"Olsson, Elina",female,31.0,0,0,350407,7.8542,None,S,Miss
398,0,2,"Mckane, Peter David",male,46.0,0,0,28403,26.0,None,S,Mr
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,None,S,Rare
400,1,2,"Trout, William H (Jessie L)",female,28.0,0,0,240929,12.65,None,S,Mrs
401,1,3,"Niskanen, Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,None,S,Mr
402,0,3,"Adams, John",male,26.0,0,0,341826,8.05,None,S,Mr
403,0,3,"Jussila, Mari Aina",female,21.0,1,0,4137,9.825,None,S,Miss
404,0,3,"Hakkarainen, Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,None,S,Mr
405,0,3,"Oreskovic, Marija",female,20.0,0,0,315096,8.6625,None,S,Miss
406,0,2,"Gale, Shadrach",male,34.0,1,0,28664,21.0,None,S,Mr
407,0,3,"Widegren, Carl/Charles Peter",male,51.0,0,0,347064,7.75,None,S,Mr
408,1,2,"Richards, William Rowe",male,3.0,1,1,29106,18.75,None,S,Master
409,0,3,"Birkeland, Hans Martin Monsen",male,21.0,0,0,312992,7.775,None,S,Mr
410,0,3,"Lefebre, Ida",female,28.0,3,1,4133,25.4667,None,S,Miss
411,0,3,"Sdycoff, Todor",male,28.0,0,0,349222,7.8958,None,S,Mr
412,0,3,"Hart, Henry",male,28.0,0,0,394140,6.8583,None,Q,Mr
413,1,1,"Minahan, Daisy E",female,33.0,1,0,19928,65.6344,C78,Q,Miss
414,0,2,"Cunningham, Alfred Fleming",male,28.0,0,0,239853,0.0,None,S,Mr
415,1,3,"Sundman, Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,None,S,Mr
416,0,3,"Meek, Thomas (Annie Louise Rowley)",female,28.0,0,0,343095,8.05,None,S,Mrs
417,1,2,"Drew, James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,None,S,Mrs
418,1,2,"Silven, Lyyli Karoliina",female,18.0,0,2,250652,13.0,None,S,Miss
419,0,2,"Matthews, William John",male,30.0,0,0,28228,13.0,None,S,Mr
420,0,3,"Van Impe, Catharina",female,10.0,0,2,345773,24.15,None,S,Miss
421,0,3,"Gheorgheff, Stanio",male,28.0,0,0,349254,7.8958,None,C,Mr
422,0,3,"Charters, David",male,21.0,0,0,A/5. 13032,7.7333,None,Q,Mr
423,0,3,"Zimmerman, Leo",male,29.0,0,0,315082,7.875,None,S,Mr
424,0,3,"Danbom, Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,None,S,Mrs
425,0,3,"Rosblom, Viktor Richard",male,18.0,1,1,370129,20.2125,None,S,Mr
426,0,3,"Wiseman, Phillippe",male,28.0,0,0,A/4. 34244,7.25,None,S,Mr
427,1,2,"Clarke, Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,None,S,Mrs
428,1,2,"Phillips, Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,None,S,Miss
429,0,3,"Flynn, James",male,28.0,0,0,364851,7.75,None,Q,Mr
430,1,3,"Pickard, Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,Mr
431,1,1,"Bjornstrom-Steffansson, Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,S,Mr
432,1,3,"Thorneycroft, Percival (Florence Kate White)",female,28.0,1,0,376564,16.1,None,S,Mrs
433,1,2,"Louch, Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,None,S,Mrs
434,0,3,"Kallio, Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,None,S,Mr
435,0,1,"Silvey, William Baird",male,50.0,1,0,13507,55.9,E44,S,Mr
436,1,1,"Carter, Lucile Polk",female,14.0,1,2,113760,65.6344,B96 B98,S,Miss
437,0,3,"Ford, Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,None,S,Miss
438,1,2,"Richards, Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,None,S,Mrs
439,0,1,"Fortune, Mark",male,64.0,1,4,19950,65.6344,C23 C25 C27,S,Mr
440,0,2,"Kvillner, Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,None,S,Mr
441,1,2,"Hart, Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,None,S,Mrs
442,0,3,"Hampe, Leon",male,20.0,0,0,345769,9.5,None,S,Mr
443,0,3,"Petterson, Johan Emil",male,25.0,1,0,347076,7.775,None,S,Mr
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,None,S,Miss
445,1,3,"Johannesen-Bratthammer, Bernt",male,28.0,0,0,65306,8.1125,None,S,Mr
446,1,1,"Dodge, Washington",male,4.0,0,2,33638,65.6344,A34,S,Master
447,1,2,"Mellinger, Madeleine Violet",female,13.0,0,1,250644,19.5,None,S,Miss
448,1,1,"Seward, Frederic Kimber",male,34.0,0,0,113794,26.55,None,S,Mr
449,1,3,"Baclini, Marie Catherine",female,5.0,2,1,2666,19.2583,None,C,Miss
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,Rare
451,0,2,"West, Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,None,S,Mr
452,0,3,"Hagland, Ingvald Olai Olsen",male,28.0,1,0,65303,19.9667,None,S,Mr
453,0,1,"Foreman, Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,Mr
454,1,1,"Goldenberg, Samuel L",male,49.0,1,0,17453,65.6344,C92,C,Mr
455,0,3,"Peduzzi, Joseph",male,28.0,0,0,A/5 2817,8.05,None,S,Mr
456,1,3,"Jalsevac, Ivan",male,29.0,0,0,349240,7.8958,None,C,Mr
457,0,1,"Millet, Francis Davis",male,65.0,0,0,13509,26.55,E38,S,Mr
458,1,1,"Kenyon, Frederick R (Marion)",female,28.0,1,0,17464,51.8625,D21,S,Mrs
459,1,2,"Toomey, Ellen",female,50.0,0,0,F.C.C. 13531,10.5,None,S,Miss
460,0,3,"O'Connor, Maurice",male,28.0,0,0,371060,7.75,None,Q,Mr
461,1,1,"Anderson, Harry",male,48.0,0,0,19952,26.55,E12,S,Mr
462,0,3,"Morley, William",male,34.0,0,0,364506,8.05,None,S,Mr
463,0,1,"Gee, Arthur H",male,47.0,0,0,111320,38.5,E63,S,Mr
464,0,2,"Milling, Jacob Christian",male,48.0,0,0,234360,13.0,None,S,Mr
465,0,3,"Maisner, Simon",male,28.0,0,0,A/S 2816,8.05,None,S,Mr
466,0,3,"Goncalves, Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,None,S,Mr
467,0,2,"Campbell, William",male,28.0,0,0,239853,0.0,None,S,Mr
468,0,1,"Smart, John Montgomery",male,56.0,0,0,113792,26.55,None,S,Mr
469,0,3,"Scanlan, James",male,28.0,0,0,36209,7.725,None,Q,Mr
470,1,3,"Baclini, Helene Barbara",female,0.75,2,1,2666,19.2583,None,C,Miss
471,0,3,"Keefe, Arthur",male,28.0,0,0,323592,7.25,None,S,Mr
472,0,3,"Cacic, Luka",male,38.0,0,0,315089,8.6625,None,S,Mr
473,1,2,"West, Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,None,S,Mrs
474,1,2,"Jerwan, Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,Mrs
475,0,3,"Strandberg, Ida Sofia",female,22.0,0,0,7553,9.8375,None,S,Miss
476,0,1,"Clifford, George Quincy",male,28.0,0,0,110465,52.0,A14,S,Mr
477,0,2,"Renouf, Peter Henry",male,34.0,1,0,31027,21.0,None,S,Mr
478,0,3,"Braund, Lewis Richard",male,29.0,1,0,3460,7.0458,None,S,Mr
479,0,3,"Karlsson, Nils August",male,22.0,0,0,350060,7.5208,None,S,Mr
480,1,3,"Hirvonen, Hildur E",female,2.0,0,1,3101298,12.2875,None,S,Miss
481,0,3,"Goodwin, Harold Victor",male,9.0,5,2,CA 2144,46.9,None,S,Master
482,0,2,"Frost, Anthony Wood ""Archie""",male,28.0,0,0,239854,0.0,None,S,Mr
483,0,3,"Rouse, Richard Henry",male,50.0,0,0,A/5 3594,8.05,None,S,Mr
484,1,3,"Turkula, (Hedwig)",female,63.0,0,0,4134,9.5875,None,S,Mrs
485,1,1,"Bishop, Dickinson H",male,25.0,1,0,11967,65.6344,B49,C,Mr
486,0,3,"Lefebre, Jeannie",female,28.0,3,1,4133,25.4667,None,S,Miss
487,1,1,"Hoyt, Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,65.6344,C93,S,Mrs
488,0,1,"Kent, Edward Austin",male,58.0,0,0,11771,29.7,B37,C,Mr
489,0,3,"Somerton, Francis William",male,30.0,0,0,A.5. 18509,8.05,None,S,Mr
490,1,3,"Coutts, Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,None,S,Master
491,0,3,"Hagland, Konrad Mathias Reiersen",male,28.0,1,0,65304,19.9667,None,S,Mr
492,0,3,"Windelov, Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,None,S,Mr
493,0,1,"Molson, Harry Markland",male,55.0,0,0,113787,30.5,C30,S,Mr
494,0,1,"Artagaveytia, Ramon",male,71.0,0,0,PC 17609,49.5042,None,C,Mr
495,0,3,"Stanley, Edward Roland",male,21.0,0,0,A/4 45380,8.05,None,S,Mr
496,0,3,"Yousseff, Gerious",male,28.0,0,0,2627,14.4583,None,C,Mr
497,1,1,"Eustis, Elizabeth Mussey",female,54.0,1,0,36947,65.6344,D20,C,Miss
498,0,3,"Shellard, Frederick William",male,28.0,0,0,C.A. 6212,15.1,None,S,Mr
499,0,1,"Allison, Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,65.6344,C22 C26,S,Mrs
500,0,3,"Svensson, Olof",male,24.0,0,0,350035,7.7958,None,S,Mr
501,0,3,"Calic, Petar",male,17.0,0,0,315086,8.6625,None,S,Mr
502,0,3,"Canavan, Mary",female,21.0,0,0,364846,7.75,None,Q,Miss
503,0,3,"O'Sullivan, Bridget Mary",female,28.0,0,0,330909,7.6292,None,Q,Miss
504,0,3,"Laitinen, Kristina Sofia",female,37.0,0,0,4135,9.5875,None,S,Miss
505,1,1,"Maioni, Roberta",female,16.0,0,0,110152,65.6344,B79,S,Miss
506,0,1,"Penasco Y Castellana, Victor De Satode",male,18.0,1,0,PC 17758,65.6344,C65,C,Mr
507,1,2,"Quick, Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,None,S,Mrs
508,1,1,"Bradley, George (""George Arthur Brayton"")",male,28.0,0,0,111427,26.55,None,S,Mr
509,0,3,"Olsen, Henry Margido",male,28.0,0,0,C 4001,22.525,None,S,Mr
510,1,3,"Lang, Fang",male,26.0,0,0,1601,56.4958,None,S,Mr
511,1,3,"Daly, Eugene Patrick",male,29.0,0,0,382651,7.75,None,Q,Mr
512,0,3,"Webber, James",male,28.0,0,0,SOTON/OQ 3101316,8.05,None,S,Mr
513,1,1,"Mcgough, James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S,Mr
514,1,1,"Rothschild, Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,None,C,Mrs
515,0,3,"Coleff, Satio",male,24.0,0,0,349209,7.4958,None,S,Mr
516,0,1,"Walker, William Anderson",male,47.0,0,0,36967,34.0208,D46,S,Mr
517,1,2,"Lemore, (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S,Mrs
518,0,3,"Ryan, Patrick",male,28.0,0,0,371110,24.15,None,Q,Mr
519,1,2,"Angle, William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,None,S,Mrs
520,0,3,"Pavlovic, Stefo",male,32.0,0,0,349242,7.8958,None,S,Mr
521,1,1,"Perreault, Anne",female,30.0,0,0,12749,65.6344,B73,S,Miss
522,0,3,"Vovk, Janko",male,22.0,0,0,349252,7.8958,None,S,Mr
523,0,3,"Lahoud, Sarkis",male,28.0,0,0,2624,7.225,None,C,Mr
524,1,1,"Hippach, Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,C,Mrs
525,0,3,"Kassem, Fared",male,28.0,0,0,2700,7.2292,None,C,Mr
526,0,3,"Farrell, James",male,40.5,0,0,367232,7.75,None,Q,Mr
527,1,2,"Ridsdale, Lucy",female,50.0,0,0,W./C. 14258,10.5,None,S,Miss
528,0,1,"Farthing, John",male,28.0,0,0,PC 17483,65.6344,C95,S,Mr
529,0,3,"Salonen, Johan Werner",male,39.0,0,0,3101296,7.925,None,S,Mr
530,0,2,"Hocking, Richard George",male,23.0,2,1,29104,11.5,None,S,Mr
531,1,2,"Quick, Phyllis May",female,2.0,1,1,26360,26.0,None,S,Miss
532,0,3,"Toufik, Nakli",male,28.0,0,0,2641,7.2292,None,C,Mr
533,0,3,"Elias, Joseph Jr",male,17.0,1,1,2690,7.2292,None,C,Mr
534,1,3,"Peter, Catherine (Catherine Rizk)",female,28.0,0,2,2668,22.3583,None,C,Mrs
535,0,3,"Cacic, Marija",female,30.0,0,0,315084,8.6625,None,S,Miss
536,1,2,"Hart, Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,None,S,Miss
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,S,Rare
538,1,1,"Leroy, Bertha",female,30.0,0,0,PC 17761,65.6344,None,C,Miss
539,0,3,"Risien, Samuel Beard",male,28.0,0,0,364498,14.5,None,S,Mr
540,1,1,"Frolicher, Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,C,Miss
541,1,1,"Crosby, Harriet R",female,36.0,0,2,WE/P 5735,65.6344,B22,S,Miss
542,0,3,"Andersson, Ingeborg Constanzia",female,9.0,4,2,347082,31.275,None,S,Miss
543,0,3,"Andersson, Sigrid Elisabeth",female,11.0,4,2,347082,31.275,None,S,Miss
544,1,2,"Beane, Edward",male,32.0,1,0,2908,26.0,None,S,Mr
545,0,1,"Douglas, Walter Donald",male,50.0,1,0,PC 17761,65.6344,C86,C,Mr
546,0,1,"Nicholson, Arthur Ernest",male,64.0,0,0,693,26.0,None,S,Mr
547,1,2,"Beane, Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,None,S,Mrs
548,1,2,"Padro Y Manent, Julian",male,28.0,0,0,SC/PARIS 2146,13.8625,None,C,Mr
549,0,3,"Goldsmith, Frank John",male,33.0,1,1,363291,20.525,None,S,Mr
550,1,2,"Davies, John Morgan Jr",male,8.0,1,1,C.A. 33112,36.75,None,S,Master
551,1,1,"Thayer, John Borland Jr",male,17.0,0,2,17421,65.6344,C70,C,Mr
552,0,2,"Sharp, Percival James R",male,27.0,0,0,244358,26.0,None,S,Mr
553,0,3,"O'Brien, Timothy",male,28.0,0,0,330979,7.8292,None,Q,Mr
554,1,3,"Leeni, Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,None,C,Mr
555,1,3,"Ohman, Velin",female,22.0,0,0,347085,7.775,None,S,Miss
556,0,1,"Wright, George",male,62.0,0,0,113807,26.55,None,S,Mr
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48.0,1,0,11755,39.6,A16,C,Rare
558,0,1,"Robbins, Victor",male,28.0,0,0,PC 17757,65.6344,None,C,Mr
559,1,1,"Taussig, Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,65.6344,E67,S,Mrs
560,1,3,"De Messemaeker, Guillaume Joseph (Emma)",female,36.0,1,0,345572,17.4,None,S,Mrs
561,0,3,"Morrow, Thomas Rowan",male,28.0,0,0,372622,7.75,None,Q,Mr
562,0,3,"Sivic, Husein",male,40.0,0,0,349251,7.8958,None,S,Mr
563,0,2,"Norman, Robert Douglas",male,28.0,0,0,218629,13.5,None,S,Mr
564,0,3,"Simmons, John",male,28.0,0,0,SOTON/OQ 392082,8.05,None,S,Mr
565,0,3,"Meanwell, (Marion Ogden)",female,28.0,0,0,SOTON/O.Q. 392087,8.05,None,S,Miss
566,0,3,"Davies, Alfred J",male,24.0,2,0,A/4 48871,24.15,None,S,Mr
567,0,3,"Stoytcheff, Ilia",male,19.0,0,0,349205,7.8958,None,S,Mr
568,0,3,"Palsson, Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,None,S,Mrs
569,0,3,"Doharr, Tannous",male,28.0,0,0,2686,7.2292,None,C,Mr
570,1,3,"Jonsson, Carl",male,32.0,0,0,350417,7.8542,None,S,Mr
571,1,2,"Harris, George",male,62.0,0,0,S.W./PP 752,10.5,None,S,Mr
572,1,1,"Appleton, Edward Dale (Charlotte Lamson)",female,53.0,2,0,11769,51.4792,C101,S,Mrs
573,1,1,"Flynn, John Irwin (""Irving"")",male,36.0,0,0,PC 17474,26.3875,E25,S,Mr
574,1,3,"Kelly, Mary",female,28.0,0,0,14312,7.75,None,Q,Miss
575,0,3,"Rush, Alfred George John",male,16.0,0,0,A/4. 20589,8.05,None,S,Mr
576,0,3,"Patchett, George",male,19.0,0,0,358585,14.5,None,S,Mr
577,1,2,"Garside, Ethel",female,34.0,0,0,243880,13.0,None,S,Miss
